expert_id,round,years_experience,lcdp_experience_count,skill_id,project_stage,project_task,skill_name,round1_usage_label,round1_usage,panel_usage_mean_r1,panel_usage_sd_r1,round2_usage_label,round2_usage,round1_difficulty_label,round1_difficulty,panel_difficulty_mean_r1,panel_difficulty_sd_r1,round2_difficulty_label,round2_difficulty,round1_weight,panel_weight_mean_r1,panel_weight_sd_r1,round2_weight,comment,source_file
E05_WD,2,20+,3,116,Development,Data validation development,Domain Model,3 - Moderate / recurring,3,4.13,0.83,4 - Frequent / important,4,3 - Moderate,3,3.27,0.88,3 - Moderate,3,9.0,13.93,5.65,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,123,Development,Actions design and development,Functions,3 - Moderate / recurring,3,3.93,0.96,4 - Frequent / important,4,3 - Moderate,3,3.53,1.06,3 - Moderate,3,9.0,14.53,7.32,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,124,Development,Actions design and development,Java,1 - Rare / avoidable,1,2.8,1.37,2 - Occasional / peripheral,2,5 - Very difficult,5,4.6,0.63,5 - Very difficult,5,5.0,12.73,6.65,10,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,125,Development,Actions design and development,JavaScript,2 - Occasional / peripheral,2,2.6,1.06,2 - Occasional / peripheral,2,5 - Very difficult,5,4.8,0.41,5 - Very difficult,5,10.0,12.47,5.32,10,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,131,Development,Programming,Expressions,4 - Frequent / important,4,4.4,0.74,4 - Frequent / important,4,3 - Moderate,3,3.27,1.03,3 - Moderate,3,12.0,14.67,6.14,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,149,Development,Programming,node.js,1 - Rare / avoidable,1,2.6,1.06,2 - Occasional / peripheral,2,5 - Very difficult,5,4.27,0.96,5 - Very difficult,5,5.0,10.8,5.17,10,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,157,Implementation,Runtime server installation,+Cloud Based Environment,4 - Frequent / important,4,4.2,0.68,4 - Frequent / important,4,2 - Easy,2,3.07,1.03,3 - Moderate,3,8.0,12.93,5.08,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,164,Implementation,Runtime server installation,HTTPS Server,2 - Occasional / peripheral,2,2.93,1.1,3 - Moderate / recurring,3,4 - Difficult,4,3.93,1.03,4 - Difficult,4,8.0,11.33,5.19,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,165,Implementation,Runtime server installation,Java,1 - Rare / avoidable,1,2.73,1.22,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,0.98,4 - Difficult,4,5.0,11.47,5.72,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,171,Implementation,Runtime server installation,Relational Database,2 - Occasional / peripheral,2,3.8,1.32,3 - Moderate / recurring,3,5 - Very difficult,5,4.13,0.99,4 - Difficult,4,10.0,15.2,6.04,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,173,Implementation,Runtime server installation,SAML Authentication,1 - Rare / avoidable,1,3.07,1.49,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,0.82,4 - Difficult,4,5.0,13.33,7.67,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,176,Implementation,Runtime server installation,SOAP,1 - Rare / avoidable,1,2.8,1.32,2 - Occasional / peripheral,2,5 - Very difficult,5,4.47,0.64,5 - Very difficult,5,5.0,12.47,6.53,10,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,180,Implementation,Runtime server installation,XML/XPath,1 - Rare / avoidable,1,2.87,1.36,2 - Occasional / peripheral,2,5 - Very difficult,5,3.93,0.96,4 - Difficult,4,5.0,10.73,5.23,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,183,Implementation,Database installation,Relational Database,2 - Occasional / peripheral,2,3.73,1.39,3 - Moderate / recurring,3,5 - Very difficult,5,4.2,1.01,4 - Difficult,4,10.0,15.4,7.11,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,185,Implementation,Client module installation,.NET Framework,1 - Rare / avoidable,1,2.67,1.4,2 - Occasional / peripheral,2,5 - Very difficult,5,4.27,1.16,4 - Difficult,4,5.0,11.07,7.09,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,196,Implementation,Deployment,CI/CD,1 - Rare / avoidable,1,3.33,1.63,2 - Occasional / peripheral,2,5 - Very difficult,5,4.47,0.83,5 - Very difficult,5,5.0,14.87,8.52,10,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,199,Implementation,Deployment,Docker,1 - Rare / avoidable,1,3.0,1.65,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,0.98,4 - Difficult,4,5.0,12.8,8.2,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,201,Implementation,Deployment,Kubernetes,1 - Rare / avoidable,1,2.73,1.33,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,1.05,4 - Difficult,4,5.0,11.47,6.41,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,205,Implementation,Deployment,Scripts,2 - Occasional / peripheral,2,3.2,1.52,3 - Moderate / recurring,3,5 - Very difficult,5,4.13,0.74,4 - Difficult,4,10.0,12.53,5.32,12,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,206,Implementation,Deployment,SOAP,1 - Rare / avoidable,1,2.6,1.3,2 - Occasional / peripheral,2,5 - Very difficult,5,4.27,1.1,4 - Difficult,4,5.0,10.6,5.7,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,207,Implementation,Version control,Code Repository Concept,2 - Occasional / peripheral,2,3.67,1.35,3 - Moderate / recurring,3,3 - Moderate,3,3.4,1.18,3 - Moderate,3,6.0,12.27,6.24,9,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,208,Implementation,Version control,Custom Version Control,1 - Rare / avoidable,1,3.47,1.51,2 - Occasional / peripheral,2,5 - Very difficult,5,3.6,1.06,4 - Difficult,4,5.0,12.0,5.98,8,,Expert_Survey_Round2_E05_WD.xlsx
E05_WD,2,20+,3,209,Implementation,Version control,Git,2 - Occasional / peripheral,2,3.53,1.55,3 - Moderate / recurring,3,4 - Difficult,4,3.73,1.1,4 - Difficult,4,8.0,12.6,6.19,12,,Expert_Survey_Round2_E05_WD.xlsx
E06_PM,2,20+,5+,2,Design,Workflow model,Custom Process Model,2 - Occasional / peripheral,2,3.93,0.88,3 - Moderate / recurring,3,4 - Difficult,4,3.53,0.74,4 - Difficult,4,8.0,14.0,5.06,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,17,Design,Database model,Relational Database,2 - Occasional / peripheral,2,3.0,1.07,3 - Moderate / recurring,3,5 - Very difficult,5,3.33,1.4,4 - Difficult,4,10.0,10.47,5.76,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,18,Design,Database model,XML/XPath,1 - Rare / avoidable,1,2.53,1.36,2 - Occasional / peripheral,2,5 - Very difficult,5,4.47,0.64,5 - Very difficult,5,5.0,11.33,6.65,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,24,Design,UI model,Expressions,4 - Frequent / important,4,4.13,0.92,4 - Frequent / important,4,3 - Moderate,3,3.33,0.82,3 - Moderate,3,12.0,13.93,5.5,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,26,Design,UI model,Functions,3 - Moderate / recurring,3,3.47,0.83,3 - Moderate / recurring,3,3 - Moderate,3,3.67,1.05,3 - Moderate,3,9.0,12.67,5.18,9,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,27,Design,UI model,Model-driven Apps,3 - Moderate / recurring,3,3.87,0.92,3 - Moderate / recurring,3,3 - Moderate,3,3.47,1.13,3 - Moderate,3,9.0,13.67,6.73,9,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,28,Design,UI model,Reactive Web App,2 - Occasional / peripheral,2,3.6,0.99,3 - Moderate / recurring,3,4 - Difficult,4,3.67,1.05,4 - Difficult,4,8.0,13.53,6.7,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,29,Design,UI model,Responsive Web Design,2 - Occasional / peripheral,2,3.73,0.96,3 - Moderate / recurring,3,4 - Difficult,4,3.6,0.91,4 - Difficult,4,8.0,13.67,6.2,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,35,Design,Validations,JavaScript,1 - Rare / avoidable,1,2.8,1.21,2 - Occasional / peripheral,2,5 - Very difficult,5,4.53,0.83,5 - Very difficult,5,5.0,12.2,5.0,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,36,Design,Validations,Scripts,1 - Rare / avoidable,1,2.93,0.96,2 - Occasional / peripheral,2,5 - Very difficult,5,4.4,0.74,5 - Very difficult,5,5.0,12.87,5.04,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,37,Design,Validations,Transactions,2 - Occasional / peripheral,2,3.07,1.1,3 - Moderate / recurring,3,5 - Very difficult,5,3.87,0.92,4 - Difficult,4,10.0,11.73,5.4,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,43,Design,Application logic,UML,1 - Rare / avoidable,1,3.27,1.03,2 - Occasional / peripheral,2,5 - Very difficult,5,3.6,0.91,4 - Difficult,4,5.0,12.0,5.92,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,49,Design,Application logic,Formulas,3 - Moderate / recurring,3,4.27,0.8,4 - Frequent / important,4,3 - Moderate,3,3.13,0.99,3 - Moderate,3,9.0,13.4,5.17,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,50,Design,Application logic,Functions,3 - Moderate / recurring,3,3.87,0.99,3 - Moderate / recurring,3,3 - Moderate,3,3.6,1.12,3 - Moderate,3,9.0,14.47,7.38,9,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,51,Design,Application logic,Java,1 - Rare / avoidable,1,2.67,1.23,2 - Occasional / peripheral,2,5 - Very difficult,5,4.8,0.56,5 - Very difficult,5,5.0,12.73,6.23,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,52,Design,Application logic,JavaScript,1 - Rare / avoidable,1,2.8,1.08,3 - Moderate / recurring,3,5 - Very difficult,5,4.73,0.59,5 - Very difficult,5,5.0,13.2,5.54,15,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,53,Design,Application logic,Microservices,1 - Rare / avoidable,1,2.67,1.11,2 - Occasional / peripheral,2,5 - Very difficult,5,4.53,0.83,5 - Very difficult,5,5.0,12.0,5.81,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,54,Design,Application logic,SQL,2 - Occasional / peripheral,2,3.2,1.08,3 - Moderate / recurring,3,5 - Very difficult,5,4.67,0.62,5 - Very difficult,5,10.0,15.0,5.9,15,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,60,Development,Workflow design and development,Java API,1 - Rare / avoidable,1,2.8,1.32,2 - Occasional / peripheral,2,5 - Very difficult,5,4.6,0.63,5 - Very difficult,5,5.0,12.6,5.91,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,61,Development,Workflow design and development,JavaScript,1 - Rare / avoidable,1,2.8,1.08,2 - Occasional / peripheral,2,5 - Very difficult,5,4.67,0.62,5 - Very difficult,5,5.0,13.0,5.53,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,107,Development,GUI design and development,Programming Functions,1 - Rare / avoidable,1,3.4,0.99,2 - Occasional / peripheral,2,5 - Very difficult,5,4.0,1.0,4 - Difficult,4,5.0,13.8,6.19,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,111,Development,GUI design and development,XML,1 - Rare / avoidable,1,2.8,1.26,2 - Occasional / peripheral,2,5 - Very difficult,5,3.73,1.1,4 - Difficult,4,5.0,10.13,5.38,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,115,Development,Data validation development,Data Fields,4 - Frequent / important,4,4.07,0.88,4 - Frequent / important,4,2 - Easy,2,2.73,0.96,3 - Moderate,3,8.0,11.33,5.02,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,116,Development,Data validation development,Domain Model,3 - Moderate / recurring,3,4.13,0.83,4 - Frequent / important,4,3 - Moderate,3,3.27,0.88,3 - Moderate,3,9.0,13.93,5.65,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,123,Development,Actions design and development,Functions,3 - Moderate / recurring,3,3.93,0.96,4 - Frequent / important,4,3 - Moderate,3,3.53,1.06,3 - Moderate,3,9.0,14.53,7.32,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,124,Development,Actions design and development,Java,1 - Rare / avoidable,1,2.8,1.37,2 - Occasional / peripheral,2,5 - Very difficult,5,4.6,0.63,5 - Very difficult,5,5.0,12.73,6.65,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,125,Development,Actions design and development,JavaScript,1 - Rare / avoidable,1,2.6,1.06,2 - Occasional / peripheral,2,5 - Very difficult,5,4.8,0.41,5 - Very difficult,5,5.0,12.47,5.32,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,131,Development,Programming,Expressions,4 - Frequent / important,4,4.4,0.74,4 - Frequent / important,4,3 - Moderate,3,3.27,1.03,3 - Moderate,3,12.0,14.67,6.14,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,149,Development,Programming,node.js,1 - Rare / avoidable,1,2.6,1.06,2 - Occasional / peripheral,2,5 - Very difficult,5,4.27,0.96,4 - Difficult,4,5.0,10.8,5.17,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,157,Implementation,Runtime server installation,+Cloud Based Environment,4 - Frequent / important,4,4.2,0.68,4 - Frequent / important,4,3 - Moderate,3,3.07,1.03,3 - Moderate,3,12.0,12.93,5.08,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,164,Implementation,Runtime server installation,HTTPS Server,1 - Rare / avoidable,1,2.93,1.1,2 - Occasional / peripheral,2,5 - Very difficult,5,3.93,1.03,4 - Difficult,4,5.0,11.33,5.19,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,165,Implementation,Runtime server installation,Java,1 - Rare / avoidable,1,2.73,1.22,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,0.98,4 - Difficult,4,5.0,11.47,5.72,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,171,Implementation,Runtime server installation,Relational Database,2 - Occasional / peripheral,2,3.8,1.32,3 - Moderate / recurring,3,5 - Very difficult,5,4.13,0.99,4 - Difficult,4,10.0,15.2,6.04,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,173,Implementation,Runtime server installation,SAML Authentication,1 - Rare / avoidable,1,3.07,1.49,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,0.82,4 - Difficult,4,5.0,13.33,7.67,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,176,Implementation,Runtime server installation,SOAP,1 - Rare / avoidable,1,2.8,1.32,2 - Occasional / peripheral,2,5 - Very difficult,5,4.47,0.64,5 - Very difficult,5,5.0,12.47,6.53,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,180,Implementation,Runtime server installation,XML/XPath,1 - Rare / avoidable,1,2.87,1.36,2 - Occasional / peripheral,2,5 - Very difficult,5,3.93,0.96,4 - Difficult,4,5.0,10.73,5.23,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,183,Implementation,Database installation,Relational Database,2 - Occasional / peripheral,2,3.73,1.39,3 - Moderate / recurring,3,5 - Very difficult,5,4.2,1.01,4 - Difficult,4,10.0,15.4,7.11,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,185,Implementation,Client module installation,.NET Framework,1 - Rare / avoidable,1,2.67,1.4,2 - Occasional / peripheral,2,5 - Very difficult,5,4.27,1.16,4 - Difficult,4,5.0,11.07,7.09,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,196,Implementation,Deployment,CI/CD,1 - Rare / avoidable,1,3.33,1.63,2 - Occasional / peripheral,2,5 - Very difficult,5,4.47,0.83,5 - Very difficult,5,5.0,14.87,8.52,10,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,199,Implementation,Deployment,Docker,1 - Rare / avoidable,1,3.0,1.65,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,0.98,4 - Difficult,4,5.0,12.8,8.2,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,201,Implementation,Deployment,Kubernetes,1 - Rare / avoidable,1,2.73,1.33,2 - Occasional / peripheral,2,5 - Very difficult,5,4.33,1.05,4 - Difficult,4,5.0,11.47,6.41,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,205,Implementation,Deployment,Scripts,1 - Rare / avoidable,1,3.2,1.52,2 - Occasional / peripheral,2,5 - Very difficult,5,4.13,0.74,4 - Difficult,4,5.0,12.53,5.32,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,206,Implementation,Deployment,SOAP,1 - Rare / avoidable,1,2.6,1.3,2 - Occasional / peripheral,2,5 - Very difficult,5,4.27,1.1,4 - Difficult,4,5.0,10.6,5.7,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,207,Implementation,Version control,Code Repository Concept,2 - Occasional / peripheral,2,3.67,1.35,3 - Moderate / recurring,3,4 - Difficult,4,3.4,1.18,4 - Difficult,4,8.0,12.27,6.24,12,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,208,Implementation,Version control,Custom Version Control,1 - Rare / avoidable,1,3.47,1.51,2 - Occasional / peripheral,2,5 - Very difficult,5,3.6,1.06,4 - Difficult,4,5.0,12.0,5.98,8,,Expert_Survey_Round2_E06_PM.xlsx
E06_PM,2,20+,5+,209,Implementation,Version control,Git,2 - Occasional / peripheral,2,3.53,1.55,3 - Moderate / recurring,3,5 - Very difficult,5,3.73,1.1,4 - Difficult,4,10.0,12.6,6.19,12,,Expert_Survey_Round2_E06_PM.xlsx
E07_BK,2,10-14,3,2,Design,Workflow model,Custom Process Model,4 - Frequent / important,4,3.93,0.88,4 - Frequent / important,4,3 - Moderate,3,3.53,0.74,3 - Moderate,3,12.0,14.0,5.06,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,17,Design,Database model,Relational Database,4 - Frequent / important,4,3.0,1.07,4 - Frequent / important,4,4 - Difficult,4,3.33,1.4,4 - Difficult,4,16.0,10.47,5.76,16,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,18,Design,Database model,XML/XPath,2 - Occasional / peripheral,2,2.53,1.36,2 - Occasional / peripheral,2,4 - Difficult,4,4.47,0.64,4 - Difficult,4,8.0,11.33,6.65,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,24,Design,UI model,Expressions,5 - Essential / continuous,5,4.13,0.92,5 - Essential / continuous,5,2 - Easy,2,3.33,0.82,2 - Easy,2,10.0,13.93,5.5,10,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,26,Design,UI model,Functions,4 - Frequent / important,4,3.47,0.83,4 - Frequent / important,4,2 - Easy,2,3.67,1.05,2 - Easy,2,8.0,12.67,5.18,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,27,Design,UI model,Model-driven Apps,5 - Essential / continuous,5,3.87,0.92,5 - Essential / continuous,5,2 - Easy,2,3.47,1.13,2 - Easy,2,10.0,13.67,6.73,10,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,28,Design,UI model,Reactive Web App,4 - Frequent / important,4,3.6,0.99,4 - Frequent / important,4,3 - Moderate,3,3.67,1.05,3 - Moderate,3,12.0,13.53,6.7,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,29,Design,UI model,Responsive Web Design,4 - Frequent / important,4,3.73,0.96,4 - Frequent / important,4,3 - Moderate,3,3.6,0.91,3 - Moderate,3,12.0,13.67,6.2,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,35,Design,Validations,JavaScript,2 - Occasional / peripheral,2,2.8,1.21,2 - Occasional / peripheral,2,5 - Very difficult,5,4.53,0.83,5 - Very difficult,5,10.0,12.2,5.0,10,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,36,Design,Validations,Scripts,2 - Occasional / peripheral,2,2.93,0.96,2 - Occasional / peripheral,2,4 - Difficult,4,4.4,0.74,4 - Difficult,4,8.0,12.87,5.04,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,37,Design,Validations,Transactions,3 - Moderate / recurring,3,3.07,1.1,3 - Moderate / recurring,3,4 - Difficult,4,3.87,0.92,4 - Difficult,4,12.0,11.73,5.4,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,43,Design,Application logic,UML,2 - Occasional / peripheral,2,3.27,1.03,2 - Occasional / peripheral,2,3 - Moderate,3,3.6,0.91,3 - Moderate,3,6.0,12.0,5.92,6,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,49,Design,Application logic,Formulas,4 - Frequent / important,4,4.27,0.8,4 - Frequent / important,4,2 - Easy,2,3.13,0.99,2 - Easy,2,8.0,13.4,5.17,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,50,Design,Application logic,Functions,4 - Frequent / important,4,3.87,0.99,4 - Frequent / important,4,2 - Easy,2,3.6,1.12,2 - Easy,2,8.0,14.47,7.38,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,51,Design,Application logic,Java,1 - Rare / avoidable,1,2.67,1.23,1 - Rare / avoidable,1,5 - Very difficult,5,4.8,0.56,5 - Very difficult,5,5.0,12.73,6.23,5,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,52,Design,Application logic,JavaScript,2 - Occasional / peripheral,2,2.8,1.08,2 - Occasional / peripheral,2,5 - Very difficult,5,4.73,0.59,5 - Very difficult,5,10.0,13.2,5.54,10,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,53,Design,Application logic,Microservices,2 - Occasional / peripheral,2,2.67,1.11,2 - Occasional / peripheral,2,4 - Difficult,4,4.53,0.83,4 - Difficult,4,8.0,12.0,5.81,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,54,Design,Application logic,SQL,3 - Moderate / recurring,3,3.2,1.08,3 - Moderate / recurring,3,4 - Difficult,4,4.67,0.62,4 - Difficult,4,12.0,15.0,5.9,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,60,Development,Workflow design and development,Java API,1 - Rare / avoidable,1,2.8,1.32,1 - Rare / avoidable,1,5 - Very difficult,5,4.6,0.63,5 - Very difficult,5,5.0,12.6,5.91,5,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,61,Development,Workflow design and development,JavaScript,2 - Occasional / peripheral,2,2.8,1.08,2 - Occasional / peripheral,2,5 - Very difficult,5,4.67,0.62,5 - Very difficult,5,10.0,13.0,5.53,10,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,107,Development,GUI design and development,Programming Functions,3 - Moderate / recurring,3,3.4,0.99,3 - Moderate / recurring,3,4 - Difficult,4,4.0,1.0,4 - Difficult,4,12.0,13.8,6.19,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,111,Development,GUI design and development,XML,1 - Rare / avoidable,1,2.8,1.26,1 - Rare / avoidable,1,3 - Moderate,3,3.73,1.1,3 - Moderate,3,3.0,10.13,5.38,3,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,115,Development,Data validation development,Data Fields,4 - Frequent / important,4,4.07,0.88,4 - Frequent / important,4,1 - Very easy,1,2.73,0.96,1 - Very easy,1,4.0,11.33,5.02,4,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,116,Development,Data validation development,Domain Model,4 - Frequent / important,4,4.13,0.83,4 - Frequent / important,4,3 - Moderate,3,3.27,0.88,3 - Moderate,3,12.0,13.93,5.65,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,123,Development,Actions design and development,Functions,4 - Frequent / important,4,3.93,0.96,4 - Frequent / important,4,2 - Easy,2,3.53,1.06,2 - Easy,2,8.0,14.53,7.32,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,124,Development,Actions design and development,Java,1 - Rare / avoidable,1,2.8,1.37,1 - Rare / avoidable,1,5 - Very difficult,5,4.6,0.63,5 - Very difficult,5,5.0,12.73,6.65,5,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,125,Development,Actions design and development,JavaScript,2 - Occasional / peripheral,2,2.6,1.06,2 - Occasional / peripheral,2,5 - Very difficult,5,4.8,0.41,5 - Very difficult,5,10.0,12.47,5.32,10,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,131,Development,Programming,Expressions,5 - Essential / continuous,5,4.4,0.74,5 - Essential / continuous,5,2 - Easy,2,3.27,1.03,2 - Easy,2,10.0,14.67,6.14,10,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,149,Development,Programming,node.js,1 - Rare / avoidable,1,2.6,1.06,1 - Rare / avoidable,1,5 - Very difficult,5,4.27,0.96,5 - Very difficult,5,5.0,10.8,5.17,5,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,157,Implementation,Runtime server installation,+Cloud Based Environment,4 - Frequent / important,4,4.2,0.68,4 - Frequent / important,4,2 - Easy,2,3.07,1.03,2 - Easy,2,8.0,12.93,5.08,8,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,164,Implementation,Runtime server installation,HTTPS Server,2 - Occasional / peripheral,2,2.93,1.1,2 - Occasional / peripheral,2,3 - Moderate,3,3.93,1.03,3 - Moderate,3,6.0,11.33,5.19,6,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,165,Implementation,Runtime server installation,Java,1 - Rare / avoidable,1,2.73,1.22,1 - Rare / avoidable,1,5 - Very difficult,5,4.33,0.98,5 - Very difficult,5,5.0,11.47,5.72,5,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,171,Implementation,Runtime server installation,Relational Database,3 - Moderate / recurring,3,3.8,1.32,3 - Moderate / recurring,3,4 - Difficult,4,4.13,0.99,4 - Difficult,4,12.0,15.2,6.04,12,,Expert_Survey_Round2_E07_BK.xlsx
E07_BK,2,10-14,3,173,Implementation,Runtime server installation,SAML Authentication,2 - Occasional / peripheral,2,3.07,1.49,2 - Occasional / peripheral,2,4 - Difficult,4,4.33,0.82,4 - Difficult,4,8.0,13.33,7.67,8,,Expert_Survey_Round2_E07_BK.xlsx
